Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg),Cholesterol (mg),Serving Unit,Serving Weight (g),Calories per Serving,Protein per Serving (g)
Mutton seekh kebab,133.94,3.11,11.25,8.43,1.4,1.88,102.17,117.44,2.19,3.97,5.3,0.0,1 serving (2-3 pcs),200,267.9,22.5
Indian lamb and egg curry (Nargisi kofta),335.75,2.07,3.84,34.7,0.75,0.6,57.44,12.91,0.55,7.67,44.36,44.04,1 katori (bowl),175,587.6,6.7
Soya chunks sweet and sour (Nutrinugget sweet and sour),500.94,3.27,2.85,55.99,1.1,0.86,2257.67,13.89,0.7,37.78,40.59,23.51,100g portion,100,500.9,2.8
Soya chunks korma (Nutrinugget korma),131.43,7.67,3.86,9.5,4.66,2.57,148.98,89.7,1.18,11.59,49.69,3.32,100g portion,100,131.4,3.9
Mushroom matar,70.77,5.33,2.79,4.11,1.39,3.13,61.63,21.42,0.81,39.15,54.07,0.0,100g portion,100,70.8,2.8
Soya chunks and peas (Nutrinugget matar),82.62,5.82,3.03,5.11,1.64,2.86,70.97,20.32,0.99,39.15,52.1,0.0,100g portion,100,82.6,3.0
Vegetable yakhni,406.06,1.94,1.18,43.8,1.44,0.61,38.05,43.67,0.24,5.43,60.84,1.92,100g portion,100,406.1,1.2
Spinach mushroom (Palak mushroom),47.63,2.95,1.94,2.96,1.0,2.27,70.97,49.75,1.69,60.21,232.9,2.89,100g portion,100,47.6,1.9
Vegetarian nargisi kofta curry,332.15,6.58,2.29,32.94,1.65,0.86,73.56,47.09,0.38,27.25,57.94,1.03,1 katori (bowl),175,581.3,4.0
Roast chicken,199.9,0.1,20.49,13.06,0.05,0.03,71.71,13.61,0.79,0.3,13.16,69.66,1 serving (2-3 pcs),200,399.8,41.0
Shahi chicken masala,163.7,4.07,9.82,12.02,2.86,0.96,142.56,82.68,0.89,9.92,65.41,24.78,1 serving (2-3 pcs),200,327.4,19.6
Tomato chicken,111.68,2.13,10.57,6.71,0.93,1.42,104.83,21.24,0.87,24.53,24.19,27.94,1 serving (2-3 pcs),200,223.4,21.1
Creamy chicken,152.87,3.13,13.52,9.57,2.11,0.69,97.08,50.37,0.82,7.46,32.64,39.28,1 serving (2-3 pcs),200,305.7,27.0
Broccoli chicken ala king,119.56,5.34,7.97,7.57,2.49,1.92,104.01,73.36,0.78,79.81,105.46,27.85,1 serving (2-3 pcs),200,239.1,15.9
Ginger chicken,129.17,5.6,8.24,8.24,1.95,1.21,365.86,18.41,0.96,49.96,64.3,19.24,1 serving (2-3 pcs),200,258.3,16.5
Chicken sweet and sour,445.09,2.67,6.92,47.59,0.89,0.58,1809.94,21.98,0.93,37.78,50.11,32.47,1 serving (2-3 pcs),200,890.2,13.8
Chicken korma,147.96,5.43,9.83,9.67,3.32,1.82,119.21,68.66,1.06,10.02,58.86,23.66,1 serving (2-3 pcs),200,295.9,19.7
Bengal fish curry (Bengali machli curry),109.43,4.42,7.26,7.03,2.39,1.93,76.38,44.44,0.85,9.39,46.45,13.92,1 katori (bowl),175,191.5,12.7
Fish finger,542.9,4.47,5.66,55.82,0.17,0.34,103.55,11.38,0.38,14.13,34.81,30.0,100g portion,100,542.9,5.7
Fish in coconut milk (Nariyal ke doodh ke saath machli),86.21,2.73,8.66,4.43,1.55,1.52,73.93,21.94,0.91,10.71,38.0,17.13,1 glass,250,215.5,21.6
Prawn curry (with coconut) (Jhinga curry),109.55,3.1,8.54,6.93,2.03,1.56,375.86,37.25,0.96,3.72,43.62,37.12,1 katori (bowl),175,191.7,14.9
Baked stuffed fish,121.96,2.12,16.14,5.43,0.35,0.38,74.36,18.8,0.35,13.01,67.06,36.95,100g portion,100,122.0,16.1
Fish pie,120.9,7.74,9.25,5.77,1.13,0.76,101.8,36.15,0.46,27.02,37.04,23.97,100g portion,100,120.9,9.2
Crispy baked fish,138.4,9.59,10.95,6.41,1.53,1.21,192.42,60.04,0.55,16.97,46.78,28.89,100g portion,100,138.4,11.0
Fish souffle,139.71,5.14,10.51,8.55,2.09,0.19,92.45,63.87,0.59,2.41,45.24,84.69,100g portion,100,139.7,10.5
Potato curry (Aloo ki sabzi),89.56,10.42,1.52,4.47,1.58,2.42,78.4,23.74,0.97,42.18,35.58,0.0,1 katori (bowl),175,156.7,2.7
Egg curry (Anda curry),117.52,4.03,5.38,8.81,1.9,2.09,142.12,41.59,1.52,19.03,44.73,120.74,1 katori (bowl),175,205.7,9.4
Vegetable curry with coconut ,83.07,7.19,2.77,4.66,1.41,3.35,43.4,19.63,0.95,69.6,87.67,0.0,1 katori (bowl),175,145.4,4.8
Curd with potatoes (Dahi aloo),59.9,7.15,1.56,2.72,1.82,1.19,51.99,36.36,0.47,42.93,44.72,1.45,100g portion,100,59.9,1.6
Potato kofta curry (Aloo kofta curry),455.4,2.78,0.56,49.08,0.63,0.56,30.12,7.77,0.26,46.64,48.57,2.6,1 katori (bowl),175,796.9,1.0
Yam kofta curry (Zimikand/Suran kofta curry),322.88,3.75,0.71,33.84,0.63,1.04,42.22,8.35,0.31,36.07,43.47,3.54,1 katori (bowl),175,565.0,1.2
Jackfruit kofta curry (Kathal ka kofta curry),321.08,3.17,0.8,33.83,2.4,0.96,40.04,11.36,0.24,27.49,63.24,3.54,1 katori (bowl),175,561.9,1.4
Spinach and potato (Palak aloo),57.17,5.91,1.63,2.82,0.93,2.04,62.46,43.67,1.59,78.73,242.0,0.0,100g portion,100,57.2,1.6
Mooli bhujia,91.2,4.74,1.69,7.25,1.07,2.36,89.73,131.88,2.37,80.77,75.87,0.0,100g portion,100,91.2,1.7
Bathua bhujia,90.9,3.63,2.26,7.29,1.08,3.8,81.99,165.84,2.36,66.6,71.68,0.0,100g portion,100,90.9,2.3
Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),142.48,6.09,8.21,9.36,1.26,1.84,118.05,31.54,0.98,12.69,19.01,32.9,100g portion,100,142.5,8.2
Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),124.63,7.03,5.76,8.17,3.81,2.35,123.98,29.82,0.95,26.91,34.04,18.79,1 katori (bowl),175,218.1,10.1
Dry arbi (Sookhi arbi),134.95,11.11,2.12,8.97,1.55,2.47,81.25,22.77,0.68,8.11,32.76,0.0,100g portion,100,135.0,2.1
Masala arbi,185.38,16.16,3.01,11.9,0.81,3.1,261.31,32.08,0.99,1.9,20.12,0.0,100g portion,100,185.4,3.0
Peas brinjal bhartha (Matar baingan bhartha),84.55,5.02,2.05,6.05,1.57,3.63,63.65,19.63,0.63,27.86,82.49,0.0,100g portion,100,84.6,2.0
Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),110.81,4.5,1.83,9.27,1.42,3.57,92.78,67.88,0.88,29.07,85.27,0.0,100g portion,100,110.8,1.8
Crispy okra/Crispy lady's fingers (Karare bhindi),657.76,4.35,1.91,70.4,0.26,1.75,40.42,27.61,0.56,18.14,90.04,0.0,100g portion,100,657.8,1.9
Beans foogath,105.06,3.26,2.03,9.22,1.7,4.15,81.22,44.2,0.95,6.36,86.05,0.0,100g portion,100,105.1,2.0
Stuffed bittergourd (wet) (Bharwa karele),162.36,4.68,1.36,15.24,1.95,2.86,360.09,17.25,0.91,46.93,63.07,0.0,100g portion,100,162.4,1.4
Jackfruit/Kathal (dry),488.97,4.56,0.93,51.78,3.55,1.33,33.68,12.79,0.33,21.72,55.34,0.0,100g portion,100,489.0,0.9
Yam fried (Zimikand/Suran fried),491.76,5.47,0.79,51.79,0.8,1.44,37.07,8.11,0.43,30.3,35.57,0.0,100g portion,100,491.8,0.8
"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",95.67,8.23,2.75,5.54,1.47,3.26,86.29,21.05,0.98,53.51,60.04,0.0,100g portion,100,95.7,2.8
Vegetable jalfrezi,68.48,5.43,1.4,4.38,1.79,2.97,79.46,27.11,0.68,26.08,28.48,0.0,100g portion,100,68.5,1.4
Vegetables stir fry ,30.78,3.19,1.04,1.47,0.86,1.37,55.0,13.3,0.34,38.17,61.93,0.0,100g portion,100,30.8,1.0
Broccoli delight,40.7,2.34,2.49,2.48,1.08,2.83,59.26,26.99,0.71,79.0,97.64,0.0,100g portion,100,40.7,2.5
Dhansak (vegetarian),82.8,7.28,3.32,4.18,0.91,4.17,34.18,26.4,1.26,13.25,45.12,0.0,100g portion,100,82.8,3.3
Cauliflower basket,90.95,3.97,5.21,5.88,1.47,2.4,194.22,100.19,0.92,71.55,88.46,51.1,100g portion,100,91.0,5.2
Stuffed bottle gourd (Stuffed ghiya/lauki),93.19,4.36,5.84,5.8,1.52,1.18,106.99,71.83,0.66,9.01,92.91,45.61,100g portion,100,93.2,5.8
Ducheese potato,140.54,10.94,3.6,9.01,0.29,1.29,103.85,18.1,0.76,7.23,8.71,85.15,100g portion,100,140.5,3.6
Roast potatoes ,87.32,14.52,1.53,2.35,0.33,1.71,90.67,10.38,0.57,17.36,11.66,5.51,100g portion,100,87.3,1.5
Stuffed baked potatoes ,100.2,11.03,3.82,4.39,0.4,1.31,92.09,25.72,0.81,18.77,23.25,72.99,100g portion,100,100.2,3.8
Potato nests,111.62,11.05,5.71,4.77,1.41,2.49,182.12,55.25,0.87,37.47,49.55,26.5,100g portion,100,111.6,5.7
Parsley potato,119.51,13.81,1.49,6.28,0.34,1.59,4.62,11.43,0.55,23.82,16.5,15.71,100g portion,100,119.5,1.5
Creamed spinach and mushroom,419.62,3.17,2.28,44.14,1.17,1.02,90.21,65.49,0.9,48.37,234.02,7.15,100g portion,100,419.6,2.3
Fricassee of Mushroom,106.66,8.13,3.65,6.63,2.51,1.23,118.98,84.97,0.36,39.68,37.46,13.55,100g portion,100,106.7,3.6
Cauliflower au gratin,145.9,9.13,4.45,10.2,3.01,1.44,164.96,119.69,0.57,50.15,69.55,22.15,100g portion,100,145.9,4.4
Vegetable and cheese pie,126.88,8.76,4.03,8.28,2.69,1.91,117.99,99.48,0.58,55.0,104.25,18.88,100g portion,100,126.9,4.0
Spinach souffle ,150.18,6.27,7.36,10.52,0.89,1.44,244.07,133.69,2.15,30.28,172.47,114.71,100g portion,100,150.2,7.4
Beetroot and egg salad (Chukandar aur ande ka salad),84.92,3.4,3.36,6.45,1.97,0.55,110.12,18.13,0.55,6.0,41.14,82.25,100g portion,100,84.9,3.4
Sour cream potato salad,121.9,9.05,2.89,8.13,0.84,1.21,102.66,23.25,0.9,37.28,52.99,47.29,100g portion,100,121.9,2.9
Tossed green salad,49.88,3.82,1.33,3.24,1.9,1.33,65.09,33.71,1.27,58.24,75.97,0.0,100g portion,100,49.9,1.3
Spring basket salad,160.46,11.61,3.36,11.3,1.46,3.09,26.02,45.65,0.85,70.79,109.53,8.17,100g portion,100,160.5,3.4
Cucumber and yogurt salad (Kheere aur dahi ka salad),36.13,4.72,2.09,0.93,2.28,1.66,141.73,68.49,0.52,6.74,21.36,2.87,1 small bowl,150,54.2,3.1
Chicken and tomato towers,100.55,2.36,6.9,6.99,1.21,1.14,76.02,17.54,0.77,56.69,49.49,20.73,1 serving (2-3 pcs),200,201.1,13.8
Jellied sunshine fruit salad,48.86,4.21,5.85,0.85,2.86,1.8,74.2,37.14,0.87,28.75,37.7,0.0,100g portion,100,48.9,5.8
Tomato aspic,50.37,5.02,6.87,0.26,3.21,1.58,98.17,44.28,1.18,35.87,39.01,0.0,100g portion,100,50.4,6.9
Frozen frosty fruit salad (Phalon ka salaad),103.51,15.61,1.68,4.17,14.38,0.26,13.23,28.61,0.41,33.45,20.91,26.33,100g portion,100,103.5,1.7
French dressing,733.77,3.68,0.32,79.65,3.01,0.22,261.13,6.98,0.48,6.42,1.95,0.0,100g portion,100,733.8,0.3
Mayonnaise without eggs,329.05,3.98,2.13,33.84,3.68,0.04,193.58,75.54,0.27,12.05,18.85,0.0,100g portion,100,329.0,2.1
Curd dressing ,78.8,8.03,5.59,2.9,7.57,0.22,204.62,194.59,0.18,5.34,39.4,10.52,100g portion,100,78.8,5.6
Carrot raita (Gajar ka raita),64.78,7.19,4.14,2.19,5.99,1.69,274.46,146.72,0.55,7.76,32.0,6.98,100g portion,100,64.8,4.1
Pumpkin raita (Kaddu ka raita),55.6,6.02,3.74,1.88,5.48,1.04,129.14,130.11,0.33,7.11,31.7,6.47,100g portion,100,55.6,3.7
Mint and peanut raita (Pudinay aur moongfali ka raita),112.05,7.31,7.05,6.19,6.17,1.79,223.01,191.01,1.68,6.06,44.25,8.26,100g portion,100,112.0,7.0
Spinach raita (Palak ka raita),52.75,5.06,3.95,1.86,3.97,1.39,126.57,142.96,1.61,32.9,160.65,5.41,100g portion,100,52.8,4.0
Bathua raita,54.4,5.31,4.13,1.76,4.11,2.19,110.92,206.31,1.46,43.65,61.2,5.41,100g portion,100,54.4,4.1
Pineapple raita (Ananas ka raita),67.74,8.62,3.9,2.02,8.12,1.39,135.48,134.53,0.27,19.89,27.72,6.93,100g portion,100,67.7,3.9
Banana raita (Kele ka raita),89.03,13.51,4.13,2.07,10.11,1.0,135.43,133.23,0.31,5.73,27.58,6.93,100g portion,100,89.0,4.1
Mango raita (Aam ka raita),67.37,8.23,3.9,2.14,7.87,0.89,135.46,136.06,0.34,18.19,59.64,6.93,100g portion,100,67.4,3.9
Guava raita (Amarood ka raita),64.36,7.27,4.19,2.07,6.71,3.0,135.94,136.93,0.28,108.7,33.5,6.93,100g portion,100,64.4,4.2
Grapes raita (Angoor ka raita),72.59,9.66,3.98,2.07,8.51,0.71,135.64,134.52,0.26,10.55,22.88,6.93,100g portion,100,72.6,4.0
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,10.0,2.7,3.86,9.63,0.55,19.62,94.18,0.23,6.2,35.87,0.0,1 small bowl,150,126.1,4.1
Pumpkin kheer (Kaddu ki kheer),86.35,10.44,2.76,3.86,10.12,0.63,20.99,95.61,0.24,8.06,26.95,0.0,1 small bowl,150,129.5,4.1
Apple kheer (Seb ki kheer),81.3,11.34,2.14,3.18,10.71,0.51,15.86,75.67,0.18,5.82,16.4,0.0,1 small bowl,150,122.0,3.2
Caramel custard (baked),122.7,14.95,5.11,5.01,14.92,0.0,44.78,90.59,0.53,3.02,35.21,81.15,100g portion,100,122.7,5.1
Vanilla ice cream without egg,228.67,14.21,2.69,18.15,13.45,0.0,23.97,81.27,0.1,2.13,9.67,41.7,1 scoop,100,228.7,2.7
Vanilla ice cream with egg,214.85,11.71,4.16,17.02,11.69,0.0,37.72,77.42,0.34,2.13,21.98,86.75,1 scoop,100,214.8,4.2
Strawberry ice cream,215.61,12.26,4.15,16.96,11.6,0.0,37.62,77.08,0.34,2.13,22.0,86.39,1 scoop,100,215.6,4.2
Chocochip ice cream,241.45,16.75,4.23,17.93,16.08,0.0,34.84,73.22,0.51,2.13,24.1,79.34,1 scoop,100,241.4,4.2
Choconut ice cream,273.96,23.13,5.04,18.49,21.02,0.51,29.83,67.38,0.89,2.17,29.32,65.65,1 scoop,100,274.0,5.0
Pear chocholate sunday,183.49,15.02,2.08,13.11,14.41,0.07,16.26,56.67,0.24,3.34,12.72,29.11,100g portion,100,183.5,2.1
Chocolate sauce,263.2,43.21,1.91,10.39,42.06,0.0,2.8,18.8,1.13,0.0,0.63,21.3,100g portion,100,263.2,1.9
Coffee ice cream,150.62,14.09,3.15,9.43,13.35,0.0,42.09,95.72,0.15,2.16,7.18,22.23,1 cup,150,225.9,4.7
Coffee pear alaska,203.99,19.36,2.88,13.22,16.88,0.15,51.11,60.61,0.22,3.48,13.85,28.43,1 cup,150,306.0,4.3
Crunchy butterscotch,277.32,19.92,3.11,20.99,17.73,0.47,22.24,72.26,0.26,2.13,18.72,46.39,100g portion,100,277.3,3.1
Peach melba ice cream,200.85,16.31,2.06,14.51,13.35,0.06,17.92,60.55,0.11,2.99,11.79,33.23,1 scoop,100,200.8,2.1
Vanilla ice cream with apples in hot cherry sauce,196.32,22.75,1.73,11.45,14.19,0.26,31.54,56.34,0.16,4.23,10.77,26.15,1 scoop,100,196.3,1.7
Grape and orange whip,57.39,6.72,1.41,2.62,5.66,0.97,14.36,17.4,0.53,34.86,16.85,6.51,100g portion,100,57.4,1.4
Honey banana cream,125.49,13.64,2.78,6.68,10.51,0.7,15.65,43.52,0.23,16.68,28.45,14.27,100g portion,100,125.5,2.8
Raspberry bavarian cream,150.1,17.82,3.34,7.88,15.3,2.19,24.59,26.4,0.31,21.41,20.79,19.94,100g portion,100,150.1,3.3
Fruit delight,107.09,9.11,2.09,7.09,9.03,0.09,17.27,71.69,0.15,7.74,19.39,12.28,100g portion,100,107.1,2.1
Creamy chocolate mousse,230.52,9.53,6.85,18.16,8.99,0.0,48.64,45.25,0.96,0.75,33.07,129.13,100g portion,100,230.5,6.8
Cold lemon souffle,169.87,15.62,5.89,9.78,13.88,0.0,46.35,55.03,0.53,8.65,31.24,98.14,100g portion,100,169.9,5.9
Cold orange souffle,173.19,16.27,5.94,9.82,14.42,0.11,46.53,55.45,0.57,10.08,33.8,98.65,100g portion,100,173.2,5.9
Cold pineapple souffle,181.22,16.85,6.23,10.39,14.99,0.0,49.38,57.13,0.54,1.88,30.3,104.39,100g portion,100,181.2,6.2
Cold vanilla souffle,179.54,16.29,6.22,10.32,14.49,0.0,49.09,62.47,0.52,1.3,30.71,100.85,100g portion,100,179.5,6.2
Cold chocolate souffle,187.53,17.22,6.37,10.86,15.31,0.0,47.77,62.91,0.68,1.3,32.45,98.07,100g portion,100,187.5,6.4
Stewed fruit (with pear),74.32,18.22,0.25,0.32,17.67,2.84,1.7,5.94,0.21,2.48,4.33,0.0,100g portion,100,74.3,0.2
Apricot fool,240.79,33.64,1.54,11.35,21.29,1.0,8.28,26.37,0.73,1.47,11.46,27.58,100g portion,100,240.8,1.5
Pavlova,200.6,21.84,1.84,12.29,20.37,0.06,26.34,23.0,0.25,23.78,19.18,31.94,100g portion,100,200.6,1.8
Apple crumb pudding,220.85,35.17,1.54,8.87,27.69,1.33,59.36,38.49,1.05,3.6,7.86,21.68,100g portion,100,220.8,1.5
Steamed cake with chocolate sauce,301.91,29.06,4.49,19.01,19.72,0.29,100.32,67.76,0.85,1.81,25.81,78.72,1 cup,150,452.9,6.7
Hot lemon souffle,155.25,16.31,5.29,7.93,12.07,0.14,47.75,48.77,0.55,12.93,20.7,116.79,100g portion,100,155.2,5.3
Gulab jamun with milk powder,471.15,28.24,0.85,40.15,27.04,0.05,67.28,26.13,0.13,0.41,4.56,1.25,1 glass,250,1177.9,2.1
Chum chum,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,0.1,100g portion,100,130.0,1.5
Dil bahar,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,0.1,100g portion,100,130.0,1.5
Rasbhari,130.05,28.27,1.52,1.92,27.84,0.02,16.65,62.58,0.13,2.69,10.2,0.1,100g portion,100,130.0,1.5
Rajbogh,133.7,28.16,1.71,2.28,27.66,0.11,16.57,63.23,0.17,2.69,12.02,0.1,100g portion,100,133.7,1.7
Rasgulla,118.64,25.79,1.38,1.75,25.4,0.01,15.19,57.09,0.12,2.69,10.2,0.09,2 pieces,100,118.6,1.4
Rasmalai,135.55,29.17,1.61,2.11,28.71,0.07,16.46,62.31,0.15,2.69,11.29,0.09,100g portion,100,135.6,1.6
Khoa coconut burfi,411.45,36.55,9.98,26.01,35.6,4.07,31.14,309.84,2.1,0.0,26.6,0.0,100g portion,100,411.4,10.0
Danedar burfi,102.68,12.33,3.24,4.72,11.98,0.09,23.31,107.53,0.24,3.36,9.75,0.0,100g portion,100,102.7,3.2
Semolina burfi (Suji/Rava burfi),348.67,47.1,3.47,16.86,28.67,2.8,8.33,14.86,1.01,0.0,3.21,39.41,100g portion,100,348.7,3.5
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,17.02,1.75,12.66,16.11,4.29,8.95,21.76,0.79,3.02,11.48,5.11,100g portion,100,186.2,1.8
Khoa ladoo,396.02,34.43,12.21,24.09,33.37,3.08,31.71,358.61,2.25,0.02,27.31,0.0,100g portion,100,396.0,12.2
Wheat and gram flour ladoo (Atta besan ladoo),501.7,50.5,9.38,29.86,18.46,6.01,27.06,35.27,2.39,0.0,14.55,60.99,100g portion,100,501.7,9.4
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),441.84,48.02,5.44,25.45,19.79,4.27,3.93,18.04,1.81,0.03,4.01,58.8,100g portion,100,441.8,5.4
Sesame chickpeas brittle (Til aur channe ki chikki),282.74,50.49,8.5,4.66,36.48,5.54,17.93,150.73,4.8,0.0,23.64,0.0,100g portion,100,282.7,8.5
Murmura chikki,253.82,59.59,2.12,0.32,48.27,0.37,15.03,63.3,3.3,0.0,2.16,0.0,100g portion,100,253.8,2.1
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,6.48,2.05,57.61,1.58,1.44,99.22,11.06,0.42,1.18,14.65,0.0,1 plate (6 pcs),150,827.5,3.1
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,5.55,2.22,71.01,0.27,1.34,120.9,8.58,0.47,3.84,12.67,0.0,1 plate (6 pcs),150,1003.1,3.3
Chicken pakora/pakoda,590.09,4.55,6.03,60.98,0.22,0.96,103.23,9.08,0.51,0.14,11.46,11.98,1 serving (2-3 pcs),200,1180.2,12.1
Fish pakora/pakoda,577.03,4.55,5.97,59.52,0.22,0.96,112.24,12.65,0.63,0.14,11.02,9.04,1 plate (6 pcs),150,865.5,9.0
Paneer cutlet,672.2,7.62,4.59,69.38,2.52,0.39,91.45,107.86,0.48,1.81,38.34,0.0,1 katori (bowl),150,1008.3,6.9
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,11.23,0.56,56.97,0.1,0.54,48.17,5.43,0.38,13.39,9.09,0.0,1 piece,45,251.4,0.3
Poshtik cutlet,496.45,7.39,2.0,50.94,0.32,1.35,57.11,14.94,0.69,16.42,43.66,0.0,100g portion,100,496.4,2.0
Egg cutlet (Anda cutlet),575.02,5.77,2.45,60.25,0.2,0.58,79.4,16.22,0.56,11.07,22.05,45.0,100g portion,100,575.0,2.4
Minced meat cutlet,531.86,5.61,5.1,54.47,0.31,0.4,95.81,20.82,0.63,1.81,8.86,16.5,100g portion,100,531.9,5.1
Vegetable samosa,443.11,13.22,2.21,42.22,0.74,1.52,107.7,10.37,0.6,10.06,12.39,4.06,1 piece,60,265.9,1.3
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,9.7,4.39,76.32,0.16,2.27,65.87,10.6,0.96,0.0,13.31,0.0,1 piece,45,335.5,2.0
Masala urad dal vada,703.78,9.93,4.32,71.62,0.7,2.71,61.49,11.87,1.0,2.05,15.89,0.0,1 piece,45,316.7,1.9
Khaman (dhokla),54.73,5.36,1.92,2.8,1.36,1.49,124.1,5.31,0.58,2.6,19.33,0.0,100g portion,100,54.7,1.9
Instant dhokla,207.11,24.11,7.66,9.37,6.86,3.57,763.98,66.58,1.05,2.7,22.87,2.59,100g portion,100,207.1,7.7
Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,209.42,23.63,1.08,3.65,2.29,0.0,100g portion,100,44.7,1.0
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,183.98,47.59,2.06,4.07,4.94,0.0,100g portion,100,43.6,1.5
Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.5,2.47,186.64,39.8,1.63,4.24,3.57,0.0,100g portion,100,42.9,1.4
Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,215.09,46.4,1.22,4.84,2.23,0.0,100g portion,100,43.0,1.4
Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.4,3.04,160.0,119.57,1.77,1.33,4.63,3.33,100g portion,100,370.4,9.4
Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,222.53,15.17,0.7,0.0,0.51,0.0,100g portion,100,84.2,0.3
Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,195.67,68.87,5.14,0.02,14.27,0.0,100g portion,100,312.3,21.6
Dessicated coconut chutney (Sookhe kase nariyal ki chutney) ,346.36,36.72,12.88,15.88,10.41,13.16,321.07,73.55,5.44,0.15,10.69,0.0,100g portion,100,346.4,12.9
Curd mint dip ,76.13,9.11,4.82,2.44,7.83,0.77,222.77,172.79,0.82,3.28,7.82,8.34,100g portion,100,76.1,4.8
Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,132.48,129.58,0.37,4.53,5.78,6.59,100g portion,100,56.2,3.9
Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,119.58,91.42,0.28,4.58,7.03,29.91,100g portion,100,241.3,3.0
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.1,222.22,76.75,1.15,7.12,17.26,13.52,1 piece,120,180.8,4.8
Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,420.6,150.9,0.88,8.91,16.85,24.95,1 piece,120,227.9,7.5
French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,274.68,100.73,1.24,6.66,29.24,104.86,1 piece,120,224.1,8.2
Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,460.09,95.35,1.32,0.92,16.53,0.0,1 piece,120,292.0,10.8
Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,453.3,114.99,1.7,1.75,15.62,21.7,1 piece,120,328.3,8.6
Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,315.4,154.53,1.51,0.21,23.71,2.86,1 piece,120,299.5,10.5
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,22.62,12.58,16.77,1.77,1.53,287.39,78.45,1.12,0.0,12.99,31.68,1 serving (2-3 pcs),200,571.6,25.2
Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,321.57,117.68,1.23,0.91,5.61,35.25,1 piece,120,351.7,7.7
Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,382.11,157.85,1.05,4.55,10.44,34.85,1 piece,120,287.1,7.5
Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,358.25,188.02,1.11,0.05,8.52,64.42,1 piece,120,418.0,8.8
Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,254.28,72.35,1.23,21.43,36.34,62.46,1 piece,120,260.3,7.3
Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,504.41,256.25,1.22,0.6,12.93,28.38,1 piece,120,328.9,11.8
Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,381.29,114.07,1.28,3.86,26.36,123.49,1 piece,120,289.6,10.3
Danish luncheon sandwich,193.82,17.77,9.03,10.1,1.13,1.52,365.63,77.13,1.27,2.35,25.88,124.4,1 piece,120,232.6,10.8
Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,226.72,65.13,0.8,2.12,14.16,31.78,1 serving (2-3 pcs),200,376.3,17.3
Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,61.47,33.99,1.81,0.0,19.87,173.46,1 slice,80,191.9,7.3
Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,44.53,42.79,1.08,0.19,8.91,138.28,100g portion,100,306.1,6.0
Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,34.9,16.39,0.6,0.64,3.21,118.13,100g portion,100,225.6,3.4
Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100g portion,100,184.6,0.0
